record_id,event_id,revision,received_at,effective_at,cancelled,kind,warehouse,destination,sku,quantity,unit_cost,reference_id
E022-07-r1,E022-07,1,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00022,777,0,
E016-03-r1,E016-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00016,777,0,
E005-01-r2,E005-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00005,11,128,
E006-09-r1,E006-09,1,2025-03-05,2025-02-09,0,RECEIPT,001,,OLD-00006,777,135,
E013-01-r1,E013-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00013,777,184,
E010-10-r2,E010-10,2,2025-03-05,2025-03-01,0,RECEIPT,001,,MISSING,10,163,
E021-01-r9,E021-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00021,12,240,
E013-06-r2,E013-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00013,3,0,
E004-02-r2,E004-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00004,6,161,
E020-08-r2,E020-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00020,13,0,E020-03
E001-04-r1,E001-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00001,777,9999,E001-03
E011-03-r9,E011-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00011,13,0,
E008-06-r1,E008-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00008,777,0,
E017-08-r2,E017-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00017,13,0,E017-03
E020-04-r2,E020-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00020,3,9999,E020-03
E024-09-r2,E024-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00024,999,261,
E011-11-r2,E011-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,11,170,
E001-01-r1,E001-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00001,777,100,
E019-03-r1,E019-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00019,777,0,
E005-06-r1,E005-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00005,777,0,
E001-02-r9,E001-02,9,2025-03-06,2025-02-02,1,RECEIPT,001,,00001,6,140,
E002-11-r2,E002-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,11,107,
E023-10-r2,E023-10,2,2025-03-05,2025-03-01,0,RECEIPT,001,,MISSING,11,254,
E024-08-r1,E024-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00024,777,0,E024-03
E005-01-r1,E005-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00005,777,128,
E021-03-r1,E021-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00021,777,0,
E016-02-r9,E016-02,9,2025-03-06,2025-02-02,1,RECEIPT,001,,00016,6,245,
E016-03-r9,E016-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00016,12,0,
E001-13-r2,E001-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,10,100,
E014-05-r1,E014-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00014,777,0,
E014-03-r2,E014-03,2,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00014,13,0,
E020-01-r9,E020-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00020,11,233,
E017-11-r2,E017-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,11,212,
E013-13-r2,E013-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,10,184,
E003-07-r9,E003-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00003,99,0,
E022-11-r2,E022-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,10,247,
E005-09-r2,E005-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00005,999,128,
E010-08-r1,E010-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00010,777,0,E010-03
E013-04-r2,E013-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00013,3,9999,E013-03
E005-03-r9,E005-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00005,13,0,
E005-08-r1,E005-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00005,777,0,E005-03
E015-06-r2,E015-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00015,3,0,
E012-02-r9,E012-02,9,2025-03-06,2025-02-02,1,RECEIPT,001,,00012,6,217,
E010-14-r2,E010-14,2,2025-03-05,2025-02-28,0,RETURN,001,,OLD-00010,10,163,NO-SUCH-ISSUE
E006-01-r2,E006-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00006,12,135,
E017-13-r2,E017-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,11,212,
E005-08-r9,E005-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00005,13,0,E005-03
E008-02-r9,E008-02,9,2025-03-06,2025-02-02,1,RECEIPT,001,,00008,6,189,
E006-04-r9,E006-04,9,2025-03-06,2025-02-04,1,RETURN,001,,00006,3,9999,E006-03
E012-07-r2,E012-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00012,99,0,
E007-07-r2,E007-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00007,99,0,
E003-02-r1,E003-02,1,2025-03-05,2025-02-02,0,RECEIPT,001,,00003,777,154,
E001-07-r2,E001-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00001,99,0,
E023-14-r2,E023-14,2,2025-03-05,2025-02-28,0,RETURN,001,,OLD-00023,11,254,NO-SUCH-ISSUE
E007-04-r2,E007-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00007,3,9999,E007-03
E007-03-r9,E007-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00007,12,0,
E005-04-r1,E005-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00005,777,9999,E005-03
E015-06-r9,E015-06,9,2025-03-06,2025-02-06,1,ISSUE,002,,00015,3,0,
E009-08-r1,E009-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00009,777,0,E009-03
E014-10-r2,E014-10,2,2025-03-05,2025-03-01,0,RECEIPT,001,,MISSING,11,191,
E012-13-r2,E012-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,12,177,
E020-02-r2,E020-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00020,6,273,
E004-05-r1,E004-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00004,777,0,
E005-07-r2,E005-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00005,99,0,
E024-03-r2,E024-03,2,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00024,14,0,
E020-09-r9,E020-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00020,999,233,
E019-04-r9,E019-04,9,2025-03-06,2025-02-04,1,RETURN,001,,00019,3,9999,E019-03
E024-01-r2,E024-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00024,12,261,
E010-06-r1,E010-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00010,777,0,
E001-08-r1,E001-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00001,777,0,E001-03
E021-03-r2,E021-03,2,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00021,14,0,
E014-05-r2,E014-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00014,5,0,
E020-10-r2,E020-10,2,2025-03-05,2025-03-01,0,RECEIPT,001,,MISSING,11,233,
E001-05-r9,E001-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00001,5,0,
E015-01-r2,E015-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00015,12,198,
E018-04-r1,E018-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00018,777,9999,E018-03
E008-04-r2,E008-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00008,3,9999,E008-03
E016-08-r9,E016-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00016,12,0,E016-03
E015-09-r2,E015-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00015,999,198,
E013-02-r9,E013-02,9,2025-03-06,2025-02-02,1,RECEIPT,001,,00013,6,224,
E024-05-r2,E024-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00024,5,0,
E004-06-r2,E004-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00004,3,0,
E012-04-r2,E012-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00012,3,9999,E012-03
E002-13-r2,E002-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,11,107,
E009-03-r9,E009-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00009,14,0,
E016-01-r1,E016-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00016,777,205,
E019-08-r2,E019-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00019,12,0,E019-03
E010-12-r2,E010-12,2,2025-03-05,2025-02-28,0,RECEIPT,001,,MISSING,10,163,
E004-05-r2,E004-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00004,5,0,
E014-07-r9,E014-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00014,99,0,
E024-08-r9,E024-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00024,14,0,E024-03
E003-08-r2,E003-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00003,14,0,E003-03
E007-06-r9,E007-06,9,2025-03-06,2025-02-06,1,ISSUE,002,,00007,3,0,
E019-06-r2,E019-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00019,3,0,
E011-02-r2,E011-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00011,6,210,
E004-06-r1,E004-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00004,777,0,
E008-10-r2,E008-10,2,2025-03-05,2025-03-01,0,RECEIPT,001,,MISSING,11,149,
E014-02-r2,E014-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00014,6,231,
E010-01-r9,E010-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00010,10,163,
E008-07-r9,E008-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00008,99,0,
E018-03-r1,E018-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00018,777,0,
E018-06-r2,E018-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00018,3,0,
E022-09-r9,E022-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00022,999,247,
E001-06-r1,E001-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00001,777,0,
E007-05-r1,E007-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00007,777,0,
E022-13-r2,E022-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,10,247,
E013-07-r2,E013-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00013,99,0,
E021-07-r1,E021-07,1,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00021,777,0,
E012-01-r9,E012-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00012,12,177,
E004-03-r1,E004-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00004,777,0,
E010-02-r2,E010-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00010,6,203,
E008-08-r9,E008-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00008,13,0,E008-03
E016-01-r9,E016-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00016,10,205,
E015-08-r9,E015-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00015,14,0,E015-03
E013-01-r9,E013-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00013,10,184,
E017-03-r9,E017-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00017,13,0,
E016-06-r2,E016-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00016,3,0,
E023-05-r9,E023-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00023,5,0,
E017-05-r2,E017-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00017,5,0,
E021-01-r1,E021-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00021,777,240,
E004-01-r2,E004-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00004,10,121,
E009-01-r1,E009-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00009,777,156,
E001-06-r9,E001-06,9,2025-03-06,2025-02-06,1,ISSUE,002,,00001,3,0,
E012-05-r1,E012-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00012,777,0,
E008-14-r2,E008-14,2,2025-03-05,2025-02-28,0,RETURN,001,,OLD-00008,11,149,NO-SUCH-ISSUE
E019-05-r1,E019-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00019,777,0,
E021-09-r2,E021-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00021,999,240,
E007-01-r9,E007-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00007,10,142,
E009-01-r2,E009-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00009,12,156,
E024-06-r1,E024-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00024,777,0,
E016-05-r9,E016-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00016,5,0,
E021-04-r1,E021-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00021,777,9999,E021-03
E010-05-r1,E010-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00010,777,0,
E019-04-r2,E019-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00019,3,9999,E019-03
E019-01-r2,E019-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00019,10,226,
E016-06-r9,E016-06,9,2025-03-06,2025-02-06,1,ISSUE,002,,00016,3,0,
E003-06-r2,E003-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00003,3,0,
E009-07-r9,E009-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00009,99,0,
E016-08-r2,E016-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00016,12,0,E016-03
E014-01-r2,E014-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00014,11,191,
E021-06-r9,E021-06,9,2025-03-06,2025-02-06,1,ISSUE,002,,00021,3,0,
E015-08-r1,E015-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00015,777,0,E015-03
E014-07-r2,E014-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00014,99,0,
E024-04-r1,E024-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00024,777,9999,E024-03
E003-05-r1,E003-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00003,777,0,
E024-04-r9,E024-04,9,2025-03-06,2025-02-04,1,RETURN,001,,00024,3,9999,E024-03
E017-02-r2,E017-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00017,6,252,
E013-06-r9,E013-06,9,2025-03-06,2025-02-06,1,ISSUE,002,,00013,3,0,
E019-11-r2,E019-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,10,226,
E020-01-r1,E020-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00020,777,233,
E015-07-r2,E015-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00015,99,0,
E012-04-r9,E012-04,9,2025-03-06,2025-02-04,1,RETURN,001,,00012,3,9999,E012-03
E013-09-r2,E013-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00013,999,184,
E010-06-r2,E010-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00010,3,0,
E010-09-r2,E010-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00010,999,163,
E011-06-r2,E011-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00011,3,0,
E010-04-r1,E010-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00010,777,9999,E010-03
E001-14-r2,E001-14,2,2025-03-05,2025-02-28,0,RETURN,001,,OLD-00001,10,100,NO-SUCH-ISSUE
E010-01-r2,E010-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00010,10,163,
E005-01-r9,E005-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00005,11,128,
E003-08-r9,E003-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00003,14,0,E003-03
E022-01-r9,E022-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00022,10,247,
E016-02-r1,E016-02,1,2025-03-05,2025-02-02,0,RECEIPT,001,,00016,777,245,
E020-08-r9,E020-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00020,13,0,E020-03
E014-03-r1,E014-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00014,777,0,
E010-09-r9,E010-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00010,999,163,
E016-07-r1,E016-07,1,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00016,777,0,
E023-03-r1,E023-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00023,777,0,
E020-03-r1,E020-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00020,777,0,
E020-13-r2,E020-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,11,233,
E008-08-r1,E008-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00008,777,0,E008-03
E023-05-r1,E023-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00023,777,0,
E014-04-r1,E014-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00014,777,9999,E014-03
E001-05-r1,E001-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00001,777,0,
E023-01-r2,E023-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00023,11,254,
E015-07-r1,E015-07,1,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00015,777,0,
E008-07-r1,E008-07,1,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00008,777,0,
E008-03-r1,E008-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00008,777,0,
E014-03-r9,E014-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00014,13,0,
E016-05-r2,E016-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00016,5,0,
E015-06-r1,E015-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00015,777,0,
E022-09-r1,E022-09,1,2025-03-05,2025-02-09,0,RECEIPT,001,,OLD-00022,777,247,
E007-04-r1,E007-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00007,777,9999,E007-03
E004-07-r1,E004-07,1,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00004,777,0,
E008-03-r2,E008-03,2,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00008,13,0,
E020-09-r1,E020-09,1,2025-03-05,2025-02-09,0,RECEIPT,001,,OLD-00020,777,233,
E009-02-r9,E009-02,9,2025-03-06,2025-02-02,1,RECEIPT,001,,00009,6,196,
E015-07-r9,E015-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00015,99,0,
E013-01-r2,E013-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00013,10,184,
E006-07-r1,E006-07,1,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00006,777,0,
E015-03-r1,E015-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00015,777,0,
E002-08-r2,E002-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00002,13,0,E002-03
E005-02-r9,E005-02,9,2025-03-06,2025-02-02,1,RECEIPT,001,,00005,6,168,
E013-02-r2,E013-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00013,6,224,
E014-08-r9,E014-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00014,13,0,E014-03
E021-09-r9,E021-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00021,999,240,
E023-04-r1,E023-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00023,777,9999,E023-03
E019-01-r1,E019-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00019,777,226,
E009-02-r1,E009-02,1,2025-03-05,2025-02-02,0,RECEIPT,001,,00009,777,196,
E015-08-r2,E015-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00015,14,0,E015-03
E015-04-r2,E015-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00015,3,9999,E015-03
E006-05-r9,E006-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00006,5,0,
E014-09-r2,E014-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00014,999,191,
E024-03-r1,E024-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00024,777,0,
E003-01-r9,E003-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00003,12,114,
E018-09-r1,E018-09,1,2025-03-05,2025-02-09,0,RECEIPT,001,,OLD-00018,777,219,
E016-13-r2,E016-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,10,205,
E016-11-r2,E016-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,10,205,
E014-02-r9,E014-02,9,2025-03-06,2025-02-02,1,RECEIPT,001,,00014,6,231,
E009-02-r2,E009-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00009,6,196,
E012-09-r2,E012-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00012,999,177,
E006-01-r1,E006-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00006,777,135,
E019-05-r9,E019-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00019,5,0,
E023-08-r1,E023-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00023,777,0,E023-03
E001-03-r2,E001-03,2,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00001,12,0,
E024-01-r1,E024-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00024,777,261,
E014-04-r9,E014-04,9,2025-03-06,2025-02-04,1,RETURN,001,,00014,3,9999,E014-03
E004-02-r1,E004-02,1,2025-03-05,2025-02-02,0,RECEIPT,001,,00004,777,161,
E002-12-r2,E002-12,2,2025-03-05,2025-02-28,0,RECEIPT,001,,MISSING,11,107,
E001-04-r9,E001-04,9,2025-03-06,2025-02-04,1,RETURN,001,,00001,3,9999,E001-03
E003-01-r1,E003-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00003,777,114,
E011-09-r9,E011-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00011,999,170,
E020-05-r1,E020-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00020,777,0,
E023-02-r1,E023-02,1,2025-03-05,2025-02-02,0,RECEIPT,001,,00023,777,294,
E018-04-r2,E018-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00018,3,9999,E018-03
E007-03-r1,E007-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00007,777,0,
E019-03-r9,E019-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00019,12,0,
E013-03-r1,E013-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00013,777,0,
E002-07-r2,E002-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00002,99,0,
E008-02-r1,E008-02,1,2025-03-05,2025-02-02,0,RECEIPT,001,,00008,777,189,
E016-06-r1,E016-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00016,777,0,
E017-04-r9,E017-04,9,2025-03-06,2025-02-04,1,RETURN,001,,00017,3,9999,E017-03
E011-05-r2,E011-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00011,5,0,
E023-08-r9,E023-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00023,13,0,E023-03
E024-07-r1,E024-07,1,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00024,777,0,
